episode_return,episode_length,total_steps
-20,20,24777
-12,12,24789
-20,20,24809
-20,20,24829
-1,11,24840
-20,20,24860
4,6,24866
-20,20,24886
-5,15,24901
-20,20,24921
-6,16,24937
-20,20,24957
-20,20,24977
-20,20,24997
-20,20,25017
-20,20,25037
-20,20,25057
7,3,25060
-9,19,25079
-7,17,25096
6,4,25100
-20,20,25120
-20,20,25140
-3,3,25143
-20,20,25163
-20,20,25183
-20,20,25203
-20,20,25223
-7,17,25240
-20,20,25260
-2,12,25272
-9,9,25281
-20,20,25301
4,6,25307
-10,20,25327
-20,20,25347
-20,20,25367
-20,20,25387
6,4,25391
-20,20,25411
8,2,25413
-20,20,25433
9,1,25434
-20,20,25454
9,1,25455
-20,20,25475
3,7,25482
-20,20,25502
-20,20,25522
-20,20,25542
6,4,25546
-16,16,25562
-20,20,25582
-20,20,25602
-20,20,25622
-20,20,25642
3,7,25649
8,2,25651
-1,11,25662
-20,20,25682
-20,20,25702
-20,20,25722
-20,20,25742
-20,20,25762
-20,20,25782
6,4,25786
-20,20,25806
-20,20,25826
-20,20,25846
-20,20,25866
-1,1,25867
-20,20,25887
-20,20,25907
-1,1,25908
-9,19,25927
8,2,25929
-9,19,25948
-20,20,25968
-20,20,25988
-20,20,26008
8,2,26010
4,6,26016
-17,17,26033
8,2,26035
-20,20,26055
3,7,26062
2,8,26070
-20,20,26090
-20,20,26110
-6,6,26116
3,7,26123
-11,11,26134
3,7,26141
-20,20,26161
-20,20,26181
8,2,26183
-20,20,26203
-20,20,26223
7,3,26226
-20,20,26246
-20,20,26266
-20,20,26286
-20,20,26306
-9,19,26325
5,5,26330
-20,20,26350
-3,3,26353
1,9,26362
-20,20,26382
-20,20,26402
-20,20,26422
-20,20,26442
0,10,26452
-20,20,26472
-20,20,26492
0,10,26502
-15,15,26517
-20,20,26537
-20,20,26557
-20,20,26577
-20,20,26597
-20,20,26617
7,3,26620
-10,20,26640
-20,20,26660
-20,20,26680
-20,20,26700
-20,20,26720
-20,20,26740
3,7,26747
-20,20,26767
-20,20,26787
6,4,26791
-20,20,26811
-3,13,26824
-20,20,26844
-1,11,26855
-14,14,26869
-2,12,26881
-7,17,26898
-20,20,26918
-5,15,26933
8,2,26935
-20,20,26955
-20,20,26975
1,9,26984
9,1,26985
-20,20,27005
-20,20,27025
-20,20,27045
-20,20,27065
0,10,27075
-20,20,27095
-20,20,27115
-2,12,27127
-6,16,27143
0,10,27153
-5,15,27168
-20,20,27188
3,7,27195
-2,12,27207
-20,20,27227
-20,20,27247
1,9,27256
-20,20,27276
-20,20,27296
-3,13,27309
-20,20,27329
-20,20,27349
5,5,27354
-12,12,27366
-20,20,27386
-20,20,27406
-20,20,27426
-20,20,27446
-20,20,27466
-20,20,27486
-20,20,27506
-20,20,27526
-20,20,27546
-20,20,27566
-20,20,27586
-20,20,27606
-20,20,27626
-20,20,27646
4,6,27652
-20,20,27672
-3,13,27685
-20,20,27705
-5,5,27710
-20,20,27730
5,5,27735
2,8,27743
-20,20,27763
-20,20,27783
-20,20,27803
-20,20,27823
-20,20,27843
-20,20,27863
3,7,27870
-20,20,27890
3,7,27897
3,7,27904
-8,8,27912
-20,20,27932
5,5,27937
-7,7,27944
-6,16,27960
3,7,27967
-20,20,27987
-20,20,28007
3,7,28014
6,4,28018
-20,20,28038
-20,20,28058
9,1,28059
-20,20,28079
-4,14,28093
5,5,28098
4,6,28104
-20,20,28124
-20,20,28144
-20,20,28164
6,4,28168
-20,20,28188
-20,20,28208
-20,20,28228
-20,20,28248
-20,20,28268
-8,18,28286
7,3,28289
-20,20,28309
4,6,28315
-4,4,28319
-20,20,28339
-20,20,28359
0,10,28369
7,3,28372
-20,20,28392
-20,20,28412
-20,20,28432
-20,20,28452
3,7,28459
-20,20,28479
6,4,28483
-20,20,28503
6,4,28507
-20,20,28527
6,4,28531
-20,20,28551
-20,20,28571
4,6,28577
-20,20,28597
-20,20,28617
-5,15,28632
-20,20,28652
-20,20,28672
-20,20,28692
-20,20,28712
-11,11,28723
-4,14,28737
-20,20,28757
-20,20,28777
-2,12,28789
-8,18,28807
9,1,28808
-20,20,28828
9,1,28829
-20,20,28849
7,3,28852
-10,10,28862
-20,20,28882
8,2,28884
-20,20,28904
-20,20,28924
-6,16,28940
-20,20,28960
-20,20,28980
5,5,28985
-9,9,28994
-20,20,29014
-20,20,29034
-20,20,29054
-2,12,29066
5,5,29071
-20,20,29091
1,9,29100
6,4,29104
-20,20,29124
-20,20,29144
0,10,29154
-17,17,29171
-20,20,29191
-20,20,29211
-20,20,29231
-6,16,29247
