x_o,y_o,x_g,y_g,success
0.34424877621735245,0.14089752345287496,0.5152018847995242,-0.23,0.0
0.5194449756543752,-0.10669478166735805,0.6683497868019259,-0.23,0.0
0.4267011990429595,-0.14524461009705678,0.7024216613210279,-0.23,1.0
0.3282577773473695,0.036495239256006444,0.6856968708593235,0.23,0.0
0.6048465624471373,-0.08934821809939791,0.6233797859048689,0.23,0.0
0.5054445543923917,-0.002301173068991695,0.3230563263970726,-0.23,1.0
0.5661724471963402,-0.11335794738220356,0.27181362462174335,-0.23,1.0
0.6993928550477669,0.08587182160650844,0.6589551417075337,0.23,1.0
0.3000062289510781,0.17798799208633498,0.262624575193695,-0.23,1.0
0.30131475045877626,0.06751605230506233,0.32501285206645003,-0.23,0.0
0.3116190951912392,0.027336534568062013,0.386817638480936,0.23,0.0
0.35074093616238355,-0.08879665472061125,0.7006011136521106,-0.23,0.0
0.3185881290900673,0.09161071474010846,0.3746059150183112,0.23,0.0
